entry_time,exit_time,direction,regime,entry_price,exit_price,tp1_hit,tp2_hit,tp3_hit,trailing_used,exit_type,pnl_pct,duration_hours,month,asset,pnl_points
2024-01-19 14:00:00,2024-01-19 17:00:00.000000,SHORT,RANGE,40948.825345,40682.8,True,False,False,True,TRAILING_SL,0.9502015887466808,3.0,2024-01,BTC,
2024-01-22 14:00:00,2024-01-22 20:00:00.000000,SHORT,TREND,40674.402625,40023.0537,True,False,False,True,TRAILING_SL,1.6761865288289,6.0,2024-01,BTC,
2024-01-23 09:00:00,2024-01-26 09:00:00.000000,SHORT,TREND,38941.909305,40099.85991,False,False,False,False,TIMEOUT,-3.073533207965541,72.0,2024-01,BTC,
2024-01-23 10:00:00,2024-01-26 10:00:00.000000,SHORT,TREND,38897.82136,40712.98632,False,False,False,False,TIMEOUT,-4.766495182855132,72.0,2024-01,BTC,
2024-01-26 10:00:00,2024-01-26 11:00:00.000000,LONG,RANGE,40712.98632,61956.86295,False,False,False,False,SL,52.079607909440135,1.0,2024-01,BTC,
2024-01-23 13:00:00,2024-01-26 13:00:00.000000,SHORT,TREND,38844.727920000005,41042.160825,False,False,False,False,TIMEOUT,-5.756965623560465,72.0,2024-01,BTC,
2024-01-23 14:00:00,2024-01-26 14:00:00.000000,SHORT,TREND,38748.35613,41608.794,False,False,False,False,TIMEOUT,-7.482088314671411,72.0,2024-01,BTC,
2024-01-26 14:00:00,2024-01-26 15:00:00.000000,LONG,RANGE,41608.794,64702.74518499,False,False,False,False,SL,55.4025728094643,1.0,2024-01,BTC,
2024-01-26 13:00:00,2024-01-26 22:00:00.000000,LONG,RANGE,41042.160825,41824.3518,True,True,False,True,TRAILING_SL,1.740414616714584,9.0,2024-01,BTC,
2024-01-26 15:00:00,2024-01-26 22:00:00.000000,LONG,RANGE,41443.701495,41824.3518,True,False,False,True,TRAILING_SL,1.0838628229607783,7.0,2024-01,BTC,
2024-01-29 15:00:00,2024-01-29 16:00:00.000000,LONG,RANGE,42663.070875,90364.1595,False,False,False,False,SL,111.70884930848293,1.0,2024-01,BTC,
2024-01-30 08:00:00,2024-02-01 08:00:00.000000,LONG,RANGE,43453.81605,42223.41773,False,False,False,False,TIMEOUT,-2.931508097204257,48.0,2024-02,BTC,
2024-01-30 09:00:00,2024-02-01 09:00:00.000000,LONG,RANGE,43346.0622,42127.235845,False,False,False,False,TIMEOUT,-2.911850242304127,48.0,2024-02,BTC,
2024-01-30 10:00:00,2024-02-01 10:00:00.000000,LONG,RANGE,43503.751005,42204.90699,False,False,False,False,TIMEOUT,-3.08559086284473,48.0,2024-02,BTC,
2024-01-31 09:00:00,2024-02-01 10:00:00.000000,SHORT,RANGE,42624.677,42303.1228,True,False,False,True,TRAILING_SL,1.002567535676007,25.0,2024-02,BTC,
2024-01-31 10:00:00,2024-02-02 10:00:00.000000,SHORT,RANGE,42363.53763500001,43144.04124,False,False,False,False,TIMEOUT,-1.942394777614494,48.0,2024-02,BTC,
2024-02-02 15:00:00,2024-02-02 16:00:00.000000,LONG,RANGE,43263.711045,91094.06226900002,False,False,False,False,SL,110.45535937324036,1.0,2024-02,BTC,
2024-02-05 13:00:00,2024-02-05 14:00:00.000000,LONG,RANGE,43469.393835,74396.16349199999,False,False,False,False,SL,71.04607987033597,1.0,2024-02,BTC,
2024-02-06 08:00:00,2024-02-06 09:00:00.000000,LONG,RANGE,43090.55451,75643.14895313999,False,False,False,False,SL,75.44461717494384,1.0,2024-02,BTC,
2024-02-04 14:00:00,2024-02-06 14:00:00.000000,SHORT,RANGE,42852.563,42964.2714,False,False,False,False,TIMEOUT,-0.360680790551538,48.0,2024-02,BTC,
2024-02-06 15:00:00,2024-02-06 16:00:00.000000,LONG,RANGE,43266.512445,82986.88942836,False,False,False,False,SL,91.70397202999013,1.0,2024-02,BTC,
2024-02-08 13:00:00,2024-02-08 14:00:00.000000,LONG,RANGE,45006.492,101230.89401192998,False,False,False,False,SL,124.82509305530851,1.0,2024-02,BTC,
2024-02-08 08:00:00,2024-02-08 16:00:00.000000,LONG,RANGE,44740.689165,45043.02,True,False,False,True,TRAILING_SL,0.9624951140309056,8.0,2024-02,BTC,
2024-02-08 09:00:00,2024-02-08 16:00:00.000000,LONG,RANGE,44715.156405,45043.02,True,False,False,True,TRAILING_SL,0.9912384945726592,7.0,2024-02,BTC,
2024-02-08 15:00:00,2024-02-08 16:00:00.000000,LONG,RANGE,45455.01615,101230.89401193,False,False,False,False,SL,122.60566064231833,1.0,2024-02,BTC,
2024-02-08 10:00:00,2024-02-09 02:00:00.000000,LONG,RANGE,44850.684135,45920.4273,True,False,False,True,TRAILING_SL,1.817185588128469,16.0,2024-02,BTC,
2024-02-08 14:00:00,2024-02-09 04:00:00.000000,LONG,RANGE,45100.52899499999,45920.4273,True,True,False,True,TRAILING_SL,1.7228370014255845,14.0,2024-02,BTC,
2024-02-09 08:00:00,2024-02-09 14:00:00.000000,LONG,TREND,46663.309995,47003.6484,True,False,False,True,TRAILING_SL,1.2391745216278829,6.0,2024-02,BTC,
2024-02-09 09:00:00,2024-02-09 14:00:00.000000,LONG,TREND,46545.261,47003.6484,True,False,False,True,TRAILING_SL,1.366910387386168,5.0,2024-02,BTC,
2024-02-09 10:00:00,2024-02-09 19:00:00.000000,LONG,TREND,46802.90976,47477.0,True,False,False,True,TRAILING_SL,1.5946371062789284,9.0,2024-02,BTC,
2024-02-09 14:00:00,2024-02-09 19:00:00.000000,LONG,TREND,47085.541005,47477.0,True,False,False,True,TRAILING_SL,1.2901891761723974,5.0,2024-02,BTC,
2024-02-09 15:00:00,2024-02-09 19:00:00.000000,LONG,TREND,47183.569995,47477.0,True,False,False,True,TRAILING_SL,1.185445107620195,4.0,2024-02,BTC,
2024-02-09 13:00:00,2024-02-12 02:00:00.000000,LONG,TREND,47489.69298,48094.40785,True,False,False,True,TRAILING_SL,1.5111801215736174,61.0,2024-02,BTC,
2024-02-11 13:00:00,2024-02-13 13:00:00.000000,SHORT,RANGE,48034.09094,49552.82403,False,False,False,False,TIMEOUT,-3.261781685214077,48.0,2024-02,BTC,
2024-02-12 15:00:00,2024-02-14 09:00:00.000000,LONG,RANGE,49942.7589,51169.14,True,False,False,True,TRAILING_SL,1.852411697222289,42.0,2024-02,BTC,
2024-02-14 08:00:00,2024-02-14 09:00:00.000000,LONG,RANGE,50783.379,107188.96749989998,False,False,False,False,SL,110.97096378895934,1.0,2024-02,BTC,
2024-02-14 09:00:00,2024-02-14 10:00:00.000000,LONG,RANGE,51576.87555,107188.9674999,False,False,False,False,SL,107.7236929958818,1.0,2024-02,BTC,
2024-02-14 10:00:00,2024-02-15 07:00:00.000000,LONG,TREND,51325.65,51712.5,True,False,False,True,TRAILING_SL,1.2513583544485172,21.0,2024-02,BTC,
2024-02-13 14:00:00,2024-02-15 14:00:00.000000,SHORT,RANGE,48667.81392000001,52647.62065499999,False,False,False,False,TIMEOUT,-8.277492298178785,48.0,2024-02,BTC,
2024-02-14 15:00:00,2024-02-15 15:00:00.000000,LONG,TREND,51615.795,52024.3707,True,False,False,True,TRAILING_SL,1.2702855342536226,24.0,2024-02,BTC,
2024-02-15 14:00:00,2024-02-15 15:00:00.000000,LONG,RANGE,52647.62065499999,109811.924523,False,False,False,False,SL,108.4790832649359,1.0,2024-02,BTC,
2024-02-14 13:00:00,2024-02-17 13:00:00.000000,LONG,TREND,51811.903005,51163.215595,False,False,False,False,TIMEOUT,-1.3520046019876908,72.0,2024-02,BTC,
2024-02-14 14:00:00,2024-02-17 14:00:00.000000,LONG,TREND,51934.40422499999,50815.669455,False,False,False,False,TIMEOUT,-2.2541303625111304,72.0,2024-02,BTC,
2024-02-17 13:00:00,2024-02-19 13:00:00.000000,SHORT,RANGE,51163.215595,52176.245085,False,False,False,False,TIMEOUT,-2.079995741508853,48.0,2024-02,BTC,
2024-02-17 14:00:00,2024-02-19 14:00:00.000000,SHORT,RANGE,50815.669455,52126.05,False,False,False,False,TIMEOUT,-2.678693853793277,48.0,2024-02,BTC,
2024-02-20 13:00:00,2024-02-20 14:00:00.000000,LONG,RANGE,52866.550065,83696.94203723999,False,False,False,False,SL,58.21738960521103,1.0,2024-02,BTC,
2024-02-22 14:00:00,2024-02-22 15:00:00.000000,LONG,RANGE,51399.687,86676.2034435,False,False,False,False,SL,68.53177288122397,1.0,2024-02,BTC,
2024-02-21 09:00:00,2024-02-23 09:00:00.000000,SHORT,RANGE,51069.55245,51034.88468999999,False,False,False,False,TIMEOUT,-0.0321165776145132,48.0,2024-02,BTC,
2024-02-21 14:00:00,2024-02-23 14:00:00.000000,SHORT,RANGE,50904.525005,51151.563,False,False,False,False,TIMEOUT,-0.58529672946703,48.0,2024-02,BTC,
2024-02-23 15:00:00,2024-02-25 15:00:00.000000,SHORT,RANGE,50885.654445,51549.78201,False,False,False,False,TIMEOUT,-1.4051371201638383,48.0,2024-02,BTC,
2024-02-25 15:00:00,2024-02-25 20:00:00.000000,SHORT,RANGE,51498.25799,51877.67824497,False,False,False,False,SL,-0.8367632805048956,5.0,2024-02,BTC,
2024-02-26 09:00:00,2024-02-26 15:00:00.000000,SHORT,RANGE,50924.515005,51880.91308674001,False,False,False,False,SL,-1.9780700840176964,6.0,2024-02,BTC,
2024-02-26 15:00:00,2024-02-26 20:00:00.000000,LONG,RANGE,52868.74116,54360.9,True,True,False,True,TRAILING_SL,1.9237267805173128,5.0,2024-02,BTC,
2024-02-27 08:00:00,2024-02-27 16:00:00.000000,LONG,TREND,56264.107995,56555.67605,True,False,False,True,TRAILING_SL,1.1336066182244655,8.0,2024-02,BTC,
2024-02-27 09:00:00,2024-02-28 08:00:00.000000,LONG,TREND,56644.24797,58595.5618,True,False,False,True,TRAILING_SL,2.5969289313836947,23.0,2024-02,BTC,
2024-02-27 10:00:00,2024-02-28 08:00:00.000000,LONG,TREND,56556.514125,58595.5618,True,False,False,True,TRAILING_SL,2.677163854506088,22.0,2024-02,BTC,
2024-02-27 13:00:00,2024-02-28 08:00:00.000000,LONG,TREND,57140.846145,58595.5618,True,False,False,True,TRAILING_SL,2.147420995349395,19.0,2024-02,BTC,
2024-02-27 14:00:00,2024-02-28 08:00:00.000000,LONG,TREND,57004.818165,58595.5618,True,False,False,True,TRAILING_SL,2.2697712123347227,18.0,2024-02,BTC,
2024-02-28 08:00:00,2024-02-28 14:00:00.000000,LONG,TREND,59478.14421,60266.8704,True,False,False,True,TRAILING_SL,1.5375386677963945,6.0,2024-02,BTC,
2024-02-28 09:00:00,2024-02-28 14:00:00.000000,LONG,TREND,59329.660005,60266.8704,True,False,False,True,TRAILING_SL,1.6643329393098054,5.0,2024-02,BTC,
2024-02-28 10:00:00,2024-02-28 14:00:00.000000,LONG,TREND,59295.65301,60266.8704,True,False,False,True,TRAILING_SL,1.6934617119455797,4.0,2024-02,BTC,
2024-02-28 13:00:00,2024-02-28 17:00:00.000000,LONG,TREND,60484.997385,63040.0,True,False,False,True,TRAILING_SL,2.986596160587446,4.0,2024-02,BTC,
2024-02-28 14:00:00,2024-02-28 17:00:00.000000,LONG,TREND,61001.595555,63040.0,True,False,False,True,TRAILING_SL,2.5452796135939977,3.0,2024-02,BTC,
2024-02-28 15:00:00,2024-02-28 17:00:00.000000,LONG,TREND,60996.70311,63040.0,True,False,False,True,TRAILING_SL,2.549424041644657,2.0,2024-02,BTC,
2024-03-04 08:00:00,2024-03-04 17:00:00.000000,LONG,TREND,65273.70054,66512.11515,True,False,False,True,TRAILING_SL,1.823132144152067,9.0,2024-03,BTC,
2024-03-04 09:00:00,2024-03-04 17:00:00.000000,LONG,TREND,65322.935145,66512.11515,True,False,False,True,TRAILING_SL,1.784731607291015,8.0,2024-03,BTC,
2024-03-04 10:00:00,2024-03-04 17:00:00.000000,LONG,TREND,65100.71409,66512.11515,True,False,False,True,TRAILING_SL,1.9585135010261083,7.0,2024-03,BTC,
2024-03-04 13:00:00,2024-03-04 17:00:00.000000,LONG,TREND,65143.76560499999,66512.11515,True,False,False,True,TRAILING_SL,1.9247536446058495,4.0,2024-03,BTC,
2024-03-04 14:00:00,2024-03-04 23:00:00.000000,LONG,TREND,66202.494705,67471.515,True,False,False,True,TRAILING_SL,1.8329384249073848,9.0,2024-03,BTC,
2024-03-05 09:00:00,2024-03-05 14:00:00.000000,LONG,TREND,66441.093945,67757.165,True,False,False,True,TRAILING_SL,1.8649044145400744,5.0,2024-03,BTC,
2024-03-05 08:00:00,2024-03-05 15:00:00.000000,LONG,TREND,66900.183375,67965.0,True,False,False,True,TRAILING_SL,1.670324892610025,7.0,2024-03,BTC,
2024-03-05 10:00:00,2024-03-05 15:00:00.000000,LONG,TREND,66843.58509,67965.0,True,False,False,True,TRAILING_SL,1.7133351017454448,5.0,2024-03,BTC,
2024-03-05 14:00:00,2024-03-05 16:00:00.000000,LONG,TREND,68744.765205,64991.301411,False,False,False,False,SL,-5.559999438221956,2.0,2024-03,BTC,
2024-03-05 13:00:00,2024-03-05 19:00:00.000000,LONG,TREND,67803.89500499998,61289.30933999999,False,False,False,False,SL,-9.70798146554795,6.0,2024-03,BTC,
2024-03-05 15:00:00,2024-03-05 19:00:00.000000,LONG,TREND,66806.436525,61289.30933999999,False,False,False,False,SL,-8.358376695388342,4.0,2024-03,BTC,
2024-03-08 14:00:00,2024-03-08 16:00:00.000000,LONG,RANGE,68456.211,69290.1,True,False,False,True,TRAILING_SL,1.23369245189272,2.0,2024-03,BTC,
2024-03-11 10:00:00,2024-03-11 11:00:00.000000,SHORT,TREND,71468.25799499999,71939.66615301,False,False,False,False,SL,-0.7596049368420077,1.0,2024-03,BTC,
2024-03-11 08:00:00,2024-03-11 14:00:00.000000,LONG,RANGE,71225.595,71656.2,True,False,False,True,TRAILING_SL,0.926907487075042,6.0,2024-03,BTC,
2024-03-12 08:00:00,2024-03-13 12:00:00.000000,LONG,RANGE,71713.15866,72746.4969,True,False,False,True,TRAILING_SL,1.345091270980452,28.0,2024-03,BTC,
2024-03-11 09:00:00,2024-03-13 13:00:00.000000,LONG,TREND,71805.885,72379.09035,True,False,False,True,TRAILING_SL,1.2736353563847946,52.0,2024-03,BTC,
2024-03-11 13:00:00,2024-03-13 13:00:00.000000,LONG,TREND,71539.721985,72379.09035,True,False,False,True,TRAILING_SL,1.4611449726880397,48.0,2024-03,BTC,
2024-03-13 13:00:00,2024-03-14 01:00:00.000000,LONG,RANGE,72219.74182499999,72676.1178,True,False,False,True,TRAILING_SL,0.9405884495134924,12.0,2024-03,BTC,
2024-03-13 14:00:00,2024-03-14 05:00:00.000000,LONG,RANGE,72388.9764,72921.42,True,False,False,True,TRAILING_SL,0.9923906643864244,15.0,2024-03,BTC,
2024-03-13 15:00:00,2024-03-14 10:00:00.000000,LONG,RANGE,72671.26747499999,73039.23,True,False,False,True,TRAILING_SL,0.8777941945008372,19.0,2024-03,BTC,
2024-03-11 14:00:00,2024-03-14 11:00:00.000000,LONG,TREND,72206.76533999998,72670.345,True,False,False,True,TRAILING_SL,1.1955084663238769,69.0,2024-03,BTC,
2024-03-11 15:00:00,2024-03-14 11:00:00.000000,LONG,TREND,72046.00499999999,72670.345,True,False,False,True,TRAILING_SL,1.307792588534237,68.0,2024-03,BTC,
2024-03-18 13:00:00,2024-03-19 02:00:00.000000,SHORT,RANGE,67518.613805,66156.01,True,True,False,True,TRAILING_SL,1.7643731575889126,13.0,2024-03,BTC,
2024-03-19 09:00:00,2024-03-19 12:00:00.000000,SHORT,TREND,64109.76908,63442.575,True,False,False,True,TRAILING_SL,1.39585289595837,3.0,2024-03,BTC,
2024-03-19 08:00:00,2024-03-19 15:00:00.000000,SHORT,RANGE,63432.268,63034.8878,True,False,False,True,TRAILING_SL,0.9386069027281312,7.0,2024-03,BTC,
2024-03-19 15:00:00,2024-03-19 23:00:00.000000,SHORT,TREND,64019.824075,62478.325,True,False,False,True,TRAILING_SL,2.079423235710649,8.0,2024-03,BTC,
2024-03-19 10:00:00,2024-03-20 00:00:00.000000,SHORT,TREND,63224.381995,62478.325,True,False,False,True,TRAILING_SL,1.4655073448396916,14.0,2024-03,BTC,
2024-03-19 13:00:00,2024-03-20 00:00:00.000000,SHORT,TREND,63532.22799500001,62478.325,True,False,False,True,TRAILING_SL,1.7049239225192605,11.0,2024-03,BTC,
2024-03-19 14:00:00,2024-03-20 00:00:00.000000,SHORT,TREND,62856.556,62478.325,True,False,False,True,TRAILING_SL,1.1763683771983993,10.0,2024-03,BTC,
2024-03-22 10:00:00,2024-03-22 14:00:00.000000,SHORT,RANGE,64624.041815,63227.1211,True,True,False,True,TRAILING_SL,1.793072298564677,4.0,2024-03,BTC,
2024-03-22 13:00:00,2024-03-24 13:00:00.000000,SHORT,RANGE,63027.080695,65390.388855,False,False,False,False,TIMEOUT,-3.849670988945989,48.0,2024-03,BTC,
2024-03-24 08:00:00,2024-03-24 23:00:00.000000,LONG,RANGE,65276.622,66952.4031,True,True,False,True,TRAILING_SL,1.8726898958328408,15.0,2024-03,BTC,
2024-03-25 08:00:00,2024-03-25 14:00:00.000000,LONG,RANGE,66972.139335,68755.5,True,False,False,True,TRAILING_SL,1.9560448133043709,6.0,2024-03,BTC,
2024-03-25 09:00:00,2024-03-25 15:00:00.000000,LONG,RANGE,67089.48798,69300.0,True,True,False,True,TRAILING_SL,2.0182241810696078,6.0,2024-03,BTC,
2024-03-25 10:00:00,2024-03-25 15:00:00.000000,LONG,RANGE,67027.827165,69300.0,True,True,False,True,TRAILING_SL,2.03722896220227,5.0,2024-03,BTC,
2024-03-25 13:00:00,2024-03-25 15:00:00.000000,LONG,RANGE,68017.992,69300.0,True,False,False,True,TRAILING_SL,1.567028592273055,2.0,2024-03,BTC,
2024-03-25 14:00:00,2024-03-25 21:00:00.000000,LONG,RANGE,69411.878595,70438.5,True,True,False,True,TRAILING_SL,1.6550556821916769,7.0,2024-03,BTC,
2024-03-25 15:00:00,2024-03-25 21:00:00.000000,LONG,RANGE,69826.946025,70438.5,True,False,False,True,TRAILING_SL,1.0625318610426144,6.0,2024-03,BTC,
2024-03-28 14:00:00,2024-03-29 15:00:00.000000,LONG,TREND,71573.738985,69176.01072,False,False,False,False,SL,-3.4500111898618284,25.0,2024-03,BTC,
2024-03-27 15:00:00,2024-03-30 15:00:00.000000,SHORT,TREND,68839.56300000001,70034.989995,False,False,False,False,TIMEOUT,-1.8365406503234003,72.0,2024-03,BTC,
2024-03-29 14:00:00,2024-03-31 13:00:00.000000,SHORT,RANGE,70026.799085,70741.92342396,False,False,False,False,SL,-1.1212152323169386,47.0,2024-03,BTC,
2024-04-01 08:00:00,2024-04-01 16:00:00.000000,SHORT,RANGE,69353.94568,68743.4886,True,False,False,True,TRAILING_SL,1.0654776315190997,8.0,2024-04,BTC,
2024-04-01 09:00:00,2024-04-01 16:00:00.000000,SHORT,RANGE,69360.3025,68743.4886,True,False,False,True,TRAILING_SL,1.0700197591545657,7.0,2024-04,BTC,
2024-04-01 14:00:00,2024-04-02 02:00:00.000000,SHORT,RANGE,68871.61696500001,66116.7522864,True,True,True,True,TP3,2.1511500000000034,12.0,2024-04,BTC,
2024-04-01 15:00:00,2024-04-02 03:00:00.000000,SHORT,RANGE,68203.031425,66660.0,True,True,False,True,TRAILING_SL,1.8132317717807247,12.0,2024-04,BTC,
2024-04-02 08:00:00,2024-04-02 14:00:00.000000,SHORT,TREND,66206.89999,65557.4087,True,False,False,True,TRAILING_SL,1.3660012091625775,6.0,2024-04,BTC,
2024-04-02 09:00:00,2024-04-02 14:00:00.000000,SHORT,TREND,66047.69963,65557.4087,True,False,False,True,TRAILING_SL,1.2466642742643728,5.0,2024-04,BTC,
2024-04-02 10:00:00,2024-04-02 14:00:00.000000,SHORT,TREND,65951.008,65557.4087,True,False,False,True,TRAILING_SL,1.1739027931764163,4.0,2024-04,BTC,
2024-04-03 14:00:00,2024-04-04 04:00:00.000000,LONG,RANGE,66661.24396499999,65439.68737194,False,False,False,False,SL,-1.9324839447961115,14.0,2024-04,BTC,
2024-04-02 15:00:00,2024-04-04 13:00:00.000000,SHORT,TREND,64857.555,67220.61288000002,False,False,False,False,SL,-3.743458159963037,46.0,2024-04,BTC,
2024-04-04 13:00:00,2024-04-04 18:00:00.000000,LONG,RANGE,67275.771075,68616.8109,True,False,False,True,TRAILING_SL,1.6212986936429743,5.0,2024-04,BTC,
2024-04-04 14:00:00,2024-04-04 18:00:00.000000,LONG,RANGE,67725.815985,68616.8109,True,False,False,True,TRAILING_SL,1.282420629363355,4.0,2024-04,BTC,
2024-04-04 15:00:00,2024-04-04 18:00:00.000000,LONG,RANGE,67681.813995,68616.8109,True,False,False,True,TRAILING_SL,1.3153547912176684,3.0,2024-04,BTC,
2024-04-02 13:00:00,2024-04-05 13:00:00.000000,SHORT,TREND,65191.5879,67533.75,False,False,False,False,TIMEOUT,-3.692736694177074,72.0,2024-04,BTC,
2024-04-02 14:00:00,2024-04-05 14:00:00.000000,SHORT,TREND,65669.458845,68173.459695,False,False,False,False,TIMEOUT,-3.9130371317817687,72.0,2024-04,BTC,
2024-04-09 13:00:00,2024-04-09 21:00:00.000000,SHORT,TREND,69893.03600000001,69233.15,True,False,False,True,TRAILING_SL,1.3475684904859555,8.0,2024-04,BTC,
2024-04-08 08:00:00,2024-04-11 08:00:00.000000,LONG,TREND,72003.984,71003.870305,False,False,False,False,TIMEOUT,-1.4889699422742952,72.0,2024-04,BTC,
2024-04-08 09:00:00,2024-04-11 09:00:00.000000,LONG,TREND,72233.348625,70568.698,False,False,False,False,TIMEOUT,-2.404545831928742,72.0,2024-04,BTC,
2024-04-08 10:00:00,2024-04-11 10:00:00.000000,LONG,TREND,72360.14198999999,70424.760005,False,False,False,False,TIMEOUT,-2.774652000085145,72.0,2024-04,BTC,
2024-04-12 13:00:00,2024-04-12 17:00:00.000000,SHORT,RANGE,69853.056,68118.44,True,False,False,True,TRAILING_SL,1.866992832725885,4.0,2024-04,BTC,
2024-04-12 14:00:00,2024-04-12 18:00:00.000000,SHORT,RANGE,69235.374995,65737.7286,True,True,False,True,TRAILING_SL,2.371113963581512,4.0,2024-04,BTC,
2024-04-17 14:00:00,2024-04-17 16:00:00.000000,SHORT,RANGE,61249.02017,60274.941600000006,True,False,False,True,TRAILING_SL,1.4205539002472096,2.0,2024-04,BTC,
2024-04-18 13:00:00,2024-04-18 15:00:00.000000,LONG,RANGE,62841.405,63475.9191,True,False,False,True,TRAILING_SL,1.1294785277019972,2.0,2024-04,BTC,
2024-04-18 14:00:00,2024-04-19 01:00:00.000000,LONG,RANGE,63848.478285,60712.08417165,False,False,False,False,SL,-5.012245675378663,11.0,2024-04,BTC,
2024-04-17 15:00:00,2024-04-19 06:00:00.000000,SHORT,RANGE,60274.797525,64531.2172505,False,False,False,False,SL,-7.161690624069825,39.0,2024-04,BTC,
2024-04-19 08:00:00,2024-04-21 04:00:00.000000,LONG,RANGE,64671.33950999999,65038.6044,True,False,False,True,TRAILING_SL,0.9085721802986336,44.0,2024-04,BTC,
2024-04-19 09:00:00,2024-04-21 09:00:00.000000,LONG,RANGE,64808.317965,64867.86984000001,False,False,False,False,TIMEOUT,-0.0081107535730626,48.0,2024-04,BTC,
2024-04-19 10:00:00,2024-04-21 10:00:00.000000,LONG,RANGE,64810.08884999999,64922.032745,False,False,False,False,TIMEOUT,0.0727260322989223,48.0,2024-04,BTC,
2024-04-20 15:00:00,2024-04-22 05:00:00.000000,LONG,RANGE,64840.754175,65750.66189999999,True,False,False,True,TRAILING_SL,1.3262730117922694,38.0,2024-04,BTC,
2024-04-22 08:00:00,2024-04-23 02:00:00.000000,LONG,RANGE,65994.57079499999,66560.0265,True,False,False,True,TRAILING_SL,1.053035775453401,18.0,2024-04,BTC,
2024-04-22 09:00:00,2024-04-23 02:00:00.000000,LONG,RANGE,65970.969,66560.0265,True,False,False,True,TRAILING_SL,1.071077059844696,17.0,2024-04,BTC,
2024-04-22 10:00:00,2024-04-23 02:00:00.000000,LONG,RANGE,66081.20408999998,66560.0265,True,False,False,True,TRAILING_SL,0.9869234906176096,16.0,2024-04,BTC,
2024-04-22 13:00:00,2024-04-23 02:00:00.000000,LONG,RANGE,66147.057,66560.0265,True,False,False,True,TRAILING_SL,0.936785146444612,13.0,2024-04,BTC,
2024-04-22 14:00:00,2024-04-23 02:00:00.000000,LONG,RANGE,66064.785885,66560.0265,True,False,False,True,TRAILING_SL,0.9994393646920188,12.0,2024-04,BTC,
2024-04-23 13:00:00,2024-04-24 14:00:00.000000,LONG,RANGE,66542.54464499999,65667.09551919,False,False,False,False,SL,-1.415623155802728,25.0,2024-04,BTC,
2024-04-23 15:00:00,2024-04-24 15:00:00.000000,SHORT,RANGE,66386.35022000001,65164.2203,True,False,False,True,TRAILING_SL,1.5458427738344922,24.0,2024-04,BTC,
2024-04-24 13:00:00,2024-04-24 15:00:00.000000,SHORT,RANGE,66021.962505,65164.2203,True,False,False,True,TRAILING_SL,1.2749635402793356,2.0,2024-04,BTC,
2024-04-24 14:00:00,2024-04-24 19:00:00.000000,SHORT,RANGE,65202.232575,64374.067,True,False,False,True,TRAILING_SL,1.2604495536568825,5.0,2024-04,BTC,
2024-04-24 15:00:00,2024-04-24 21:00:00.000000,SHORT,RANGE,64577.804945,64242.1206,True,False,False,True,TRAILING_SL,0.8852819024457443,6.0,2024-04,BTC,
2024-04-25 09:00:00,2024-04-25 14:00:00.000000,SHORT,RANGE,63934.03699,63421.94,True,False,False,True,TRAILING_SL,1.025863545780472,5.0,2024-04,BTC,
2024-04-25 10:00:00,2024-04-25 17:00:00.000000,SHORT,RANGE,63430.27899500001,64838.517463530006,False,False,False,False,SL,-2.320136015231788,7.0,2024-04,BTC,
2024-04-26 14:00:00,2024-04-27 01:00:00.000000,SHORT,RANGE,63822.23292000001,63015.1524,True,False,False,True,TRAILING_SL,1.2576629058553783,11.0,2024-04,BTC,
